Port,Time,Utilization
6911,11:12:44.245,93.75
6911,11:12:44.246,93.75
6911,11:12:44.752,93.75
6911,11:12:44.754,93.75
6911,11:12:45.586,93.75
6911,11:12:45.617,93.75
6911,11:12:45.760,93.75
6911,11:12:45.760,93.75
6911,11:12:46.264,93.75
6911,11:12:46.264,93.75
6911,11:12:46.768,93.75
6911,11:12:46.769,93.75
6911,11:12:47.588,93.75
6911,11:12:47.620,93.75
6911,11:12:47.776,93.75
6911,11:12:47.776,93.75
6911,11:12:48.282,93.75
6911,11:12:48.283,93.75
6911,11:12:48.788,93.75
6911,11:12:48.791,93.75
6911,11:12:49.293,93.75
6911,11:12:49.295,93.75
6911,11:12:49.797,93.75
6911,11:12:49.798,93.75
6911,11:12:50.300,93.75
6911,11:12:50.301,93.75
6911,11:12:50.802,93.75
6911,11:12:50.803,93.75
6911,11:12:51.305,93.75
6911,11:12:51.305,93.75
6911,11:12:52.117,93.75
6911,11:12:52.147,93.75
6911,11:12:52.313,93.75
6911,11:12:52.314,93.75
6911,11:12:52.819,93.75
6911,11:12:52.821,93.75
6911,11:12:53.321,93.75
6911,11:12:53.322,93.75
6911,11:12:53.824,93.75
6911,11:12:54.140,93.75
6911,11:12:54.332,93.75
6911,11:12:54.334,93.75
6911,11:12:54.833,93.75
6911,11:12:54.834,93.75
6911,11:12:55.336,93.75
6911,11:12:55.337,93.75
6911,11:12:55.840,93.75
6911,11:12:55.841,93.75
6911,11:12:56.343,93.75
6911,11:12:56.344,93.75
6911,11:12:56.850,93.75
6911,11:12:56.852,93.75
6911,11:12:57.351,93.75
6911,11:12:57.352,93.75
6911,11:12:57.857,93.75
6911,11:12:57.858,93.75
6911,11:12:58.362,93.75
6911,11:12:58.714,93.75
6911,11:12:58.863,95.3125
6911,11:12:58.863,95.3125
6911,11:12:59.367,95.3125
6911,11:12:59.368,95.3125
6911,11:12:59.871,95.3125
6911,11:12:59.873,95.3125
6911,11:13:00.374,95.3125
6911,11:13:00.749,95.3125
6911,11:13:00.874,95.3125
6911,11:13:00.875,95.3125
6911,11:13:01.376,95.3125
6911,11:13:01.377,95.3125
6911,11:13:01.880,95.3125
6911,11:13:01.882,95.3125
6911,11:13:02.382,95.3125
6911,11:13:02.382,95.3125
6911,11:13:02.888,95.3125
6911,11:13:02.889,95.3125
6911,11:13:03.388,95.3125
6911,11:13:03.389,95.3125
6911,11:13:03.897,95.3125
6911,11:13:03.898,95.3125
6911,11:13:04.400,95.3125
6911,11:13:04.402,95.3125
6911,11:13:04.905,95.3125
6911,11:13:04.908,95.3125
6911,11:13:05.408,95.3125
6911,11:13:05.410,95.3125
6911,11:13:05.910,95.3125
6911,11:13:05.911,95.3125
6911,11:13:06.838,96.875
6911,11:13:06.874,96.875
6911,11:13:06.923,96.875
6911,11:13:06.926,96.875
6911,11:13:07.438,96.875
6911,11:13:07.445,96.875
6911,11:13:07.950,96.875
6911,11:13:07.954,96.875
6911,11:13:08.993,96.875
6911,11:13:09.032,96.875
6911,11:13:09.472,98.4375
6911,11:13:09.488,98.4375
6911,11:13:09.986,98.4375
6911,11:13:09.991,98.4375
6911,11:13:10.924,98.4375
6911,11:13:10.980,98.4375
6911,11:13:10.983,98.4375
6911,11:13:10.993,98.4375
6911,11:13:11.495,98.4375
6911,11:13:11.506,98.4375
6911,11:13:12.007,98.4375
6911,11:13:12.016,98.4375
6911,11:13:12.514,98.4375
6911,11:13:12.522,98.4375
6911,11:13:13.016,98.4375
6911,11:13:13.026,98.4375
6911,11:13:13.529,98.4375
6911,11:13:13.542,98.4375
6911,11:13:14.036,98.4375
6911,11:13:14.049,98.4375
6911,11:13:15.207,98.4375
6911,11:13:15.238,98.4375
6911,11:13:15.554,98.4375
6911,11:13:15.562,98.4375
6911,11:13:16.059,98.4375
6911,11:13:16.067,98.4375
6911,11:13:16.567,98.4375
6911,11:13:16.574,98.4375
6911,11:13:17.076,98.4375
6911,11:13:17.086,98.4375
6911,11:13:17.582,98.4375
6911,11:13:18.169,98.4375
6911,11:13:18.587,100.0
6911,11:13:19.095,100.0
6911,11:13:19.600,100.0
6911,11:13:20.552,100.0
6911,11:13:20.602,100.0
6911,11:13:21.104,100.0
6911,11:13:21.608,100.0
