Port,Time,Utilization,FileId
8482,13:22:50.489,6.25,log-1
8482,13:22:50.497,6.25,log-1
8482,13:22:50.716,6.25,log-1
8482,13:22:51.225,6.25,log-1
8482,13:22:51.741,6.25,log-1
8482,13:22:52.264,6.25,log-1
8482,13:22:52.520,6.25,log-1
8482,13:22:52.523,6.25,log-1
8482,13:22:52.723,6.25,log-1
8482,13:22:52.773,6.25,log-1
8482,13:22:53.235,6.25,log-1
8482,13:22:53.290,6.25,log-1
8482,13:22:53.749,6.25,log-1
8482,13:22:53.802,6.25,log-1
8482,13:22:54.261,6.25,log-1
8482,13:22:54.310,6.25,log-1
8482,13:22:54.777,7.8125,log-1
8482,13:22:54.819,7.8125,log-1
8482,13:22:55.287,7.8125,log-1
8482,13:22:55.330,7.8125,log-1
8482,13:22:55.794,7.8125,log-1
8482,13:22:55.839,7.8125,log-1
8482,13:22:56.300,7.8125,log-1
8482,13:22:56.347,7.8125,log-1
8482,13:22:56.815,7.8125,log-1
8482,13:22:56.857,7.8125,log-1
8482,13:22:57.331,7.8125,log-1
8482,13:22:57.368,7.8125,log-1
8482,13:22:57.833,7.8125,log-1
8482,13:22:57.885,7.8125,log-1
8482,13:22:58.379,7.8125,log-1
8482,13:22:58.392,7.8125,log-1
8482,13:22:58.886,7.8125,log-1
8482,13:22:58.898,7.8125,log-1
8482,13:22:59.392,7.8125,log-1
8482,13:22:59.405,7.8125,log-1
8482,13:22:59.895,9.375,log-1
8482,13:22:59.913,9.375,log-1
8482,13:23:00.400,9.375,log-1
8482,13:23:00.419,9.375,log-1
8482,13:23:00.904,9.375,log-1
8482,13:23:00.927,9.375,log-1
8482,13:23:01.408,9.375,log-1
8482,13:23:01.435,9.375,log-1
8482,13:23:01.914,9.375,log-1
8482,13:23:01.943,9.375,log-1
8482,13:23:02.419,9.375,log-1
8482,13:23:02.450,9.375,log-1
8482,13:23:02.926,9.375,log-1
8482,13:23:02.957,9.375,log-1
8482,13:23:03.429,9.375,log-1
8482,13:23:03.466,9.375,log-1
8482,13:23:03.943,9.375,log-1
8482,13:23:03.975,9.375,log-1
8482,13:23:04.447,9.375,log-1
8482,13:23:04.485,9.375,log-1
8482,13:23:04.950,9.375,log-1
8482,13:23:04.994,9.375,log-1
8482,13:23:05.460,9.375,log-1
8482,13:23:05.502,9.375,log-1
8482,13:23:05.963,9.375,log-1
8482,13:23:06.011,9.375,log-1
8482,13:23:06.470,9.375,log-1
8482,13:23:06.521,9.375,log-1
8482,13:23:06.982,9.375,log-1
8482,13:23:07.037,9.375,log-1
8482,13:23:07.485,9.375,log-1
8482,13:23:07.546,9.375,log-1
8482,13:23:07.998,9.375,log-1
8482,13:23:08.055,9.375,log-1
8482,13:23:08.511,9.375,log-1
8482,13:23:08.564,9.375,log-1
8482,13:23:09.022,9.375,log-1
8482,13:23:09.071,9.375,log-1
8482,13:23:09.535,9.375,log-1
8482,13:23:09.580,9.375,log-1
8482,13:23:10.043,12.5,log-1
8482,13:23:10.090,12.5,log-1
8482,13:23:10.557,14.0625,log-1
8482,13:23:10.600,14.0625,log-1
8482,13:23:11.061,14.0625,log-1
