Port,Time,Utilization,FileId
5347,18:47:25.544,1.0,log-1
5347,18:49:23.286,3.0,log-1
5347,18:52:14.255,7.0,log-1
5347,18:52:49.771,8.0,log-1
5347,18:54:18.942,10.0,log-1
5347,18:54:19.571,10.0,log-1
5347,18:58:29.075,13.0,log-1
8735,18:50:10.630,4.0,log-2
8735,18:50:10.993,4.0,log-2
8735,18:52:04.293,7.0,log-2
8735,18:55:33.228,11.0,log-2
8735,18:59:23.992,14.0,log-2
8735,19:01:10.837,16.0,log-2
8735,19:01:11.583,16.0,log-2
6635,18:49:15.101,3.0,log-3
6635,18:49:15.302,3.0,log-3
6635,18:52:17.339,7.0,log-3
6635,18:52:17.499,7.0,log-3
6635,18:52:18.072,7.0,log-3
6635,18:52:18.161,7.0,log-3
6635,18:55:04.829,10.0,log-3
6635,18:56:48.379,11.0,log-3
6635,18:56:48.744,11.0,log-3
6635,18:58:22.641,12.0,log-3
6793,18:47:26.772,1.0,log-4
6793,18:47:27.202,1.0,log-4
6793,18:50:15.032,4.0,log-4
6793,18:50:56.830,5.0,log-4
6793,18:50:56.995,5.0,log-4
6793,18:50:57.311,5.0,log-4
6793,18:50:57.602,5.0,log-4
6793,18:50:58.090,5.0,log-4
6793,18:50:58.423,5.0,log-4
6793,18:52:21.573,7.0,log-4
6793,18:52:21.599,7.0,log-4
6793,18:52:22.091,7.0,log-4
6793,18:52:22.231,7.0,log-4
6793,18:52:22.569,7.0,log-4
6793,18:53:08.254,8.0,log-4
6793,18:53:08.444,8.0,log-4
6793,18:55:21.619,10.0,log-4
6793,18:55:22.159,10.0,log-4
6793,18:57:12.081,11.0,log-4
6793,18:57:12.809,11.0,log-4
6793,19:01:07.954,14.0,log-4
6793,19:01:08.447,14.0,log-4
