Port,Time,Utilization,FileId
5127,05:34:01.704,1.0,log-1
5127,05:36:58.911,3.0,log-1
5127,05:36:59.083,3.0,log-1
5127,05:36:59.563,3.0,log-1
5127,05:36:59.643,3.0,log-1
5127,05:38:41.824,4.0,log-1
5127,05:41:36.059,6.0,log-1
5127,05:41:36.212,6.0,log-1
5127,05:42:59.203,7.0,log-1
5127,05:42:59.749,7.0,log-1
5127,05:44:14.898,8.0,log-1
5127,05:44:15.252,8.0,log-1
5127,05:45:43.117,9.0,log-1
5127,05:47:13.571,10.0,log-1
5127,05:47:14.338,10.0,log-1
5127,05:47:14.369,10.0,log-1
5127,05:48:47.957,11.0,log-1
5127,05:50:22.911,12.0,log-1
5127,05:51:58.711,13.0,log-1
5127,05:51:58.746,13.0,log-1
5127,05:53:31.527,14.0,log-1
5127,05:53:31.898,14.0,log-1
7191,05:34:00.673,1.0,log-2
7191,05:34:01.387,1.0,log-2
7191,05:35:27.050,2.0,log-2
7191,05:35:27.421,2.0,log-2
7191,05:37:08.545,3.0,log-2
7191,05:38:50.741,4.0,log-2
7191,05:38:51.050,4.0,log-2
7191,05:40:18.972,5.0,log-2
7191,05:40:19.172,5.0,log-2
7191,05:40:19.856,5.0,log-2
7191,05:41:43.750,6.0,log-2
7191,05:41:44.065,6.0,log-2
7191,05:43:03.981,7.0,log-2
7191,05:44:19.442,8.0,log-2
7191,05:45:52.179,9.0,log-2
7191,05:45:52.497,9.0,log-2
7191,05:49:08.263,11.0,log-2
7191,05:49:09.010,11.0,log-2
7191,05:50:36.677,12.0,log-2
7191,05:50:36.973,12.0,log-2
7191,05:50:37.071,12.0,log-2
7191,05:50:37.507,12.0,log-2
7191,05:52:14.951,13.0,log-2
7191,05:52:15.740,13.0,log-2
7191,05:52:15.849,13.0,log-2
7191,05:53:56.188,14.0,log-2
7191,05:53:56.436,14.0,log-2
5590,05:33:55.604,1.0,log-3
5590,05:35:08.122,2.0,log-3
5590,05:35:08.165,2.0,log-3
5590,05:35:08.616,2.0,log-3
5590,05:36:33.293,3.0,log-3
5590,05:38:03.101,4.0,log-3
5590,05:38:03.259,4.0,log-3
5590,05:38:03.680,4.0,log-3
5590,05:38:03.801,4.0,log-3
5590,05:39:28.782,5.0,log-3
5590,05:39:29.189,5.0,log-3
5590,05:39:29.620,5.0,log-3
5590,05:40:44.330,6.0,log-3
5590,05:40:44.469,6.0,log-3
5590,05:41:52.986,7.0,log-3
5590,05:41:53.432,7.0,log-3
5590,05:41:53.880,7.0,log-3
5590,05:41:54.221,7.0,log-3
5590,05:41:54.235,7.0,log-3
5590,05:43:06.450,8.0,log-3
5590,05:43:06.673,8.0,log-3
5590,05:45:31.167,10.0,log-3
5590,05:45:31.179,10.0,log-3
5590,05:45:31.569,10.0,log-3
5590,05:45:31.597,10.0,log-3
5590,05:46:54.524,11.0,log-3
5590,05:48:19.150,12.0,log-3
5590,05:48:19.298,12.0,log-3
5590,05:49:41.138,13.0,log-3
5590,05:49:41.138,13.0,log-3
5590,05:49:41.540,13.0,log-3
5590,05:49:41.647,13.0,log-3
5590,05:50:59.499,14.0,log-3
5590,05:51:00.068,14.0,log-3
5590,05:51:00.097,14.0,log-3
5590,05:53:50.866,16.0,log-3
5590,05:53:51.109,16.0,log-3
5590,05:53:51.417,16.0,log-3
5590,05:53:51.757,16.0,log-3
5590,05:55:15.938,17.0,log-3
5590,05:55:15.947,17.0,log-3
5590,05:55:16.369,17.0,log-3
5590,05:55:16.427,17.0,log-3
5152,05:35:11.815,2.0,log-4
5152,05:35:11.990,2.0,log-4
5152,05:35:12.684,2.0,log-4
5152,05:36:43.112,3.0,log-4
5152,05:36:43.412,3.0,log-4
5152,05:38:13.643,4.0,log-4
5152,05:38:13.771,4.0,log-4
5152,05:38:14.211,4.0,log-4
5152,05:39:37.111,5.0,log-4
5152,05:39:37.501,5.0,log-4
5152,05:40:54.585,6.0,log-4
5152,05:42:02.352,7.0,log-4
5152,05:42:02.824,7.0,log-4
5152,05:43:11.910,8.0,log-4
5152,05:43:12.491,8.0,log-4
5152,05:44:23.524,9.0,log-4
5152,05:45:44.931,10.0,log-4
5152,05:45:45.378,10.0,log-4
5152,05:47:11.627,11.0,log-4
5152,05:47:11.932,11.0,log-4
5152,05:47:12.060,11.0,log-4
5152,05:47:12.428,11.0,log-4
5152,05:48:34.750,12.0,log-4
5152,05:48:35.101,12.0,log-4
5152,05:49:59.827,13.0,log-4
5152,05:50:00.390,13.0,log-4
5152,05:50:00.530,13.0,log-4
5152,05:51:24.301,14.0,log-4
5152,05:51:24.519,14.0,log-4
5152,05:54:15.426,16.0,log-4
5152,05:54:15.619,16.0,log-4
5152,05:54:16.187,16.0,log-4
5152,05:54:16.299,16.0,log-4
5152,05:55:38.998,17.0,log-4
