Topic,Time,Throughput,FileId
topic_priority,10:52:15.477,0.6003443334959199,log-1
topic_priority,10:52:25.480,1.2003631338552538,log-1
topic_priority,10:52:35.477,0.9998586999685205,log-1
topic_priority,10:52:45.475,0.6000971917411744,log-1
topic_priority,10:52:55.480,0.6003503164166354,log-1
topic_priority,10:53:05.488,0.7996046434800778,log-1
topic_priority,10:53:15.485,1.0003961969098243,log-1
topic_priority,10:53:25.494,1.0000604836580516,log-1
topic_priority,10:53:35.495,1.2014190200329413,log-1
topic_priority,10:53:45.518,0.7981502707844516,log-1
topic_priority,10:53:55.505,0.40023114148883265,log-1
topic_priority,10:54:05.517,0.3998076924999075,log-1
topic_priority,10:54:15.521,0.5993782649257925,log-1
topic_priority,10:54:25.523,0.7989206581907843,log-1
topic_priority,10:54:35.524,1.4000827168869137,log-1
topic_priority,10:54:45.530,1.1986626041860056,log-1
topic_priority,10:54:55.524,1.200151843211203,log-1
topic_priority,10:55:05.527,0.5997848092061531,log-1
topic_priority,10:55:15.531,0.599404491637558,log-1
topic_priority,10:55:25.527,0.5996004023078859,log-1
topic_priority,10:55:35.524,0.599843524818116,log-1
topic_priority,10:55:45.534,0.7989232910806107,log-1
topic_priority,10:55:55.534,1.0000736054173587,log-1
topic_priority,10:56:05.537,1.1998292163093505,log-1
topic_priority,10:56:15.540,1.1997310682837337,log-1
topic_priority,10:56:25.542,0.5992586092338281,log-1
topic_priority,10:56:35.551,0.5990576104917832,log-1
topic_priority,10:56:45.545,0.5997417152329179,log-1
topic_priority,10:56:55.549,0.5993094157602195,log-1
topic_priority,10:57:05.543,0.8001815291817103,log-1
topic_priority,10:57:15.547,0,log-1
topic_priority,10:57:25.545,0,log-1
topic_priority,10:57:35.545,0,log-1
topic_priority,10:57:45.549,0,log-1
topic_priority,10:57:55.549,0,log-1
topic_priority,10:58:05.546,0,log-1
topic_priority,10:58:15.546,0,log-1
topic_priority,10:58:25.543,0,log-1
topic_priority,10:58:35.550,0,log-1
topic_priority,10:58:45.555,0,log-1
topic_priority,10:58:55.553,0,log-1
topic_priority,10:59:05.557,0,log-1
topic_priority,10:59:15.556,0,log-1
topic_priority,10:59:25.554,0,log-1
topic_priority,10:59:35.553,0,log-1
topic_priority,10:59:45.552,0,log-1
topic_priority,10:59:55.552,0,log-1
topic_priority,11:00:05.556,0,log-1
topic_priority,11:00:15.546,0,log-1
topic_priority,11:00:25.562,0,log-1
topic_priority,11:00:35.554,0,log-1
topic_priority,11:00:45.569,0,log-1
topic_priority,11:00:55.560,0,log-1
topic_priority,11:01:05.564,0,log-1
topic_priority,11:01:15.563,0,log-1
topic_priority,11:01:25.561,0,log-1
topic_priority,11:01:35.560,0,log-1
topic_priority,11:01:45.568,0,log-1
topic_priority,11:01:55.572,0,log-1
topic_priority,11:02:05.580,0,log-1
topic_priority,11:02:15.588,0,log-1
topic_priority,11:02:25.581,0,log-1
topic_priority,11:02:35.581,0,log-1
topic_priority,11:02:45.589,0,log-1
topic_priority,11:02:55.588,0,log-1
topic_priority,11:03:05.586,0,log-1
topic_priority,11:03:15.595,0,log-1
topic_priority,11:03:25.584,0,log-1
topic_priority,11:03:35.584,0,log-1
topic_priority,11:03:45.582,0,log-1
topic_priority,11:03:55.583,0,log-1
topic_priority,11:04:05.584,0,log-1
topic_priority,11:04:15.584,0,log-1
topic_priority,11:04:25.588,0,log-1
topic_priority,11:04:35.588,0,log-1
topic_priority,11:04:45.587,0,log-1
topic_priority,11:04:55.587,0,log-1
topic_priority,11:05:05.585,0,log-1
topic_priority,11:05:15.584,0,log-1
topic_priority,11:05:25.582,0,log-1
topic_priority,11:05:35.591,0,log-1
topic_priority,11:05:45.606,0,log-1
topic_priority,11:05:55.599,0,log-1
topic_priority,11:06:05.596,0,log-1
topic_priority,11:06:15.596,0,log-1
topic_priority,11:06:25.593,0,log-1
topic_priority,11:06:35.593,0,log-1
topic_priority,11:06:45.595,0,log-1
topic_priority,11:06:55.592,0,log-1
topic_priority,11:07:05.598,0,log-1
topic_priority,11:07:15.598,0,log-1
topic_priority,11:07:25.592,0,log-1
topic_priority,11:07:35.594,0,log-1
topic_priority,11:07:45.591,0,log-1
topic_priority,11:07:55.593,0,log-1
topic_priority,11:08:05.596,0,log-1
topic_priority,11:08:15.605,0,log-1
topic_priority,11:08:25.593,0,log-1
