Port,Time,Utilization,FileId
7837,12:35:00.989,2.0,log-1
7837,12:35:01.001,2.0,log-1
7837,12:36:52.453,4.0,log-1
7837,12:37:54.281,5.0,log-1
7837,12:37:54.859,5.0,log-1
9090,12:34:35.405,1.0,log-2
9090,12:35:00.074,2.0,log-2
9090,12:35:50.769,3.0,log-2
9090,12:36:48.151,4.0,log-2
9090,12:36:48.168,4.0,log-2
9090,12:37:48.507,5.0,log-2
9090,12:37:48.560,5.0,log-2
9090,12:38:44.910,6.0,log-2
9090,12:38:45.066,6.0,log-2
5650,12:34:51.693,2.0,log-3
5650,12:34:52.001,2.0,log-3
5650,12:35:35.028,3.0,log-3
5650,12:35:35.057,3.0,log-3
5650,12:37:20.887,5.0,log-3
5650,12:37:20.961,5.0,log-3
5650,12:38:19.205,6.0,log-3
5650,12:38:19.275,6.0,log-3
5650,12:39:14.375,7.0,log-3
6711,12:34:53.970,2.0,log-4
6711,12:35:39.686,3.0,log-4
6711,12:36:33.212,4.0,log-4
6711,12:36:33.301,4.0,log-4
6711,12:36:33.714,4.0,log-4
6711,12:36:33.805,4.0,log-4
6711,12:37:25.871,5.0,log-4
6711,12:37:25.942,5.0,log-4
6711,12:38:22.273,6.0,log-4
6711,12:38:22.793,6.0,log-4
6711,12:38:22.858,6.0,log-4
6711,12:39:15.809,7.0,log-4
6711,12:39:15.889,7.0,log-4
