Topic,Time,Latency,FileId
topic_priority,11:48:05.422,740.2486,log-1
topic_priority,11:48:06.388,996.9637,log-1
topic_priority,11:48:07.684,1000.7929,log-1
topic_priority,11:48:07.694,10.2481,log-1
topic_priority,11:48:08.169,6.5251,log-1
topic_priority,11:48:09.383,7.3142,log-1
topic_priority,11:48:10.248,8.0606,log-1
topic_priority,11:48:10.851,7.4088,log-1
topic_priority,11:48:13.232,13.4157,log-1
topic_priority,11:48:13.272,8.6625,log-1
topic_priority,11:48:15.330,8.4349,log-1
topic_priority,11:48:15.944,8.5641,log-1
topic_priority,11:48:16.586,7.1521,log-1
topic_priority,11:48:17.590,9.6309,log-1
topic_priority,11:48:17.963,7.5536,log-1
topic_priority,11:48:19.572,6.5644,log-1
topic_priority,11:48:19.851,8.3329,log-1
topic_priority,11:48:20.628,9.2541,log-1
topic_priority,11:48:21.876,10.9285,log-1
topic_priority,11:48:22.325,7.0996,log-1
topic_priority,11:48:24.080,16.1436,log-1
topic_priority,11:48:24.438,7.1292,log-1
topic_priority,11:48:26.727,9.1731,log-1
topic_priority,11:48:26.757,7.9644,log-1
topic_priority,11:48:33.508,6.5887,log-1
topic_priority,11:48:35.100,6.7263,log-1
topic_priority,11:48:35.372,8.1512,log-1
topic_priority,11:48:37.556,7.7123,log-1
topic_priority,11:48:37.606,8.1387,log-1
topic_priority,11:48:38.060,6.5215,log-1
topic_priority,11:48:40.187,10.7253,log-1
topic_priority,11:48:40.447,8.0951,log-1
topic_priority,11:48:42.748,9.9511,log-1
topic_priority,11:48:43.410,6.6484,log-1
topic_priority,11:48:45.197,31.946,log-1
topic_priority,11:48:45.923,10.0738,log-1
topic_priority,11:48:53.199,8.725,log-1
topic_priority,11:48:53.553,9.6468,log-1
topic_priority,11:48:55.910,8.8851,log-1
topic_priority,11:48:57.060,11.167,log-1
topic_priority,11:48:58.893,6.596,log-1
topic_priority,11:49:00.222,10.8083,log-1
topic_priority,11:49:02.233,10.065,log-1
topic_priority,11:49:03.677,13.794,log-1
topic_priority,11:49:05.816,6.7331,log-1
topic_priority,11:49:07.794,11.873,log-1
topic_priority,11:49:11.482,9.8327,log-1
topic_priority,11:49:13.293,7.467,log-1
topic_priority,11:49:17.807,11.7986,log-1
topic_priority,11:49:18.194,9.2745,log-1
topic_priority,11:49:21.944,7.5446,log-1
topic_priority,11:49:22.256,8.3238,log-1
topic_priority,11:49:27.620,10.6065,log-1
topic_priority,11:49:27.803,10.2131,log-1
topic_priority,11:49:33.450,8.3855,log-1
topic_priority,11:49:33.631,15.0627,log-1
topic_priority,11:49:37.728,9.2886,log-1
topic_priority,11:49:38.008,10.9191,log-1
topic_priority,11:49:42.338,8.4132,log-1
topic_priority,11:49:47.868,11.3155,log-1
topic_priority,11:49:54.153,8.1136,log-1
topic_priority,11:49:54.237,8.0895,log-1
topic_priority,11:49:59.057,7.3389,log-1
topic_priority,11:49:59.929,9.7023,log-1
topic_priority,11:50:00.350,7.2202,log-1
topic_priority,11:50:06.147,11.2585,log-1
topic_priority,11:50:06.411,8.4756,log-1
topic_priority,11:50:16.860,9.3765,log-1
topic_priority,11:50:17.229,11.826,log-1
topic_priority,11:50:23.329,8.6207,log-1
topic_priority,11:50:23.719,8.1869,log-1
topic_priority,11:50:26.642,10.543,log-1
topic_priority,11:50:31.258,9.2376,log-1
topic_priority,11:50:37.973,8.5048,log-1
topic_priority,11:50:38.623,7.3923,log-1
topic_priority,11:50:45.424,7.5249,log-1
topic_priority,11:50:46.085,7.2129,log-1
topic_priority,11:50:53.964,7.813,log-1
topic_priority,11:50:54.626,7.4359,log-1
topic_priority,11:51:00.538,9.6841,log-1
topic_priority,11:51:01.828,12.052,log-1
topic_priority,11:51:02.438,7.7281,log-1
topic_priority,11:51:16.408,10.4822,log-1
topic_priority,11:51:17.057,8.8583,log-1
topic_priority,11:51:25.561,10.5078,log-1
topic_priority,11:51:26.202,7.6879,log-1
topic_priority,11:51:34.931,7.3301,log-1
topic_priority,11:51:35.590,11.8874,log-1
topic_priority,11:51:40.249,7.0412,log-1
topic_priority,11:51:44.108,11.5888,log-1
topic_priority,11:51:44.768,7.0278,log-1
topic_priority,11:51:54.476,6.7606,log-1
topic_priority,11:51:55.133,7.227,log-1
topic_priority,11:52:02.888,8.8014,log-1
topic_priority,11:52:03.532,7.8655,log-1
topic_priority,11:52:12.030,8.2741,log-1
topic_priority,11:52:23.126,8.2994,log-1
topic_priority,11:52:23.227,9.3025,log-1
topic_priority,11:52:25.599,8.5007,log-1
topic_priority,11:52:34.330,9.7359,log-1
topic_priority,11:52:34.659,8.3102,log-1
topic_priority,11:52:45.952,8.4128,log-1
topic_priority,11:52:46.873,9.1789,log-1
topic_priority,11:52:57.846,10.4179,log-1
topic_priority,11:53:10.091,10.9119,log-1
topic_priority,11:53:19.935,10.4944,log-1
topic_priority,11:53:21.305,12.84,log-1
topic_priority,11:53:34.213,13.4649,log-1
topic_priority,11:53:45.888,8.6195,log-1
topic_priority,11:53:46.430,9.2682,log-1
topic_priority,11:53:58.552,13.2233,log-1
topic_priority,11:53:58.955,11.5144,log-1
topic_priority,11:54:11.466,10.6011,log-1
topic_priority,11:54:21.710,15.0295,log-1
topic_priority,11:54:24.116,9.2527,log-1
topic_priority,11:54:24.946,9.2153,log-1
topic_priority,11:54:38.869,10.7559,log-1
topic_priority,11:54:39.727,8.7494,log-1
topic_priority,11:54:53.551,9.9178,log-1
topic_priority,11:55:10.263,10.061,log-1
topic_priority,11:55:23.518,10.514,log-1
topic_priority,11:55:25.957,11.7815,log-1
topic_priority,11:55:32.175,20.1851,log-1
topic_priority,11:55:39.890,9.6082,log-1
topic_priority,11:55:41.615,15.7362,log-1
topic_priority,11:55:56.093,12.0501,log-1
topic_priority,11:55:58.549,22.1599,log-1
topic_priority,11:56:14.711,10.6073,log-1
topic_priority,11:56:16.362,9.8227,log-1
topic_priority,11:56:32.952,13.6724,log-1
topic_priority,11:56:52.343,10.3808,log-1
topic_priority,11:56:52.717,23.2638,log-1
topic_priority,11:57:11.758,9.9282,log-1
