Port,Time,Utilization,FileId
8768,12:51:26.683,3.0,log-1
8768,12:51:26.918,3.0,log-1
8768,12:52:15.573,4.0,log-1
8768,12:53:15.442,5.0,log-1
8768,12:53:15.595,5.0,log-1
8768,12:54:09.675,6.0,log-1
8768,12:55:15.901,7.0,log-1
8768,12:55:16.495,7.0,log-1
8768,12:55:16.583,7.0,log-1
8768,12:56:35.187,8.0,log-1
8768,12:58:33.511,9.0,log-1
8768,13:00:25.303,10.0,log-1
8768,13:04:37.998,12.0,log-1
8768,13:04:38.760,12.0,log-1
8768,13:04:39.314,12.0,log-1
8768,13:06:39.759,13.0,log-1
8768,13:06:40.171,13.0,log-1
8768,13:06:40.811,13.0,log-1
8768,13:06:41.338,13.0,log-1
8768,13:08:58.714,14.0,log-1
8768,13:08:59.660,14.0,log-1
8963,12:50:03.214,1.0,log-2
8963,12:50:03.215,1.0,log-2
8963,12:50:47.008,2.0,log-2
8963,12:51:26.683,3.0,log-2
8963,12:51:26.862,3.0,log-2
8963,12:52:15.645,4.0,log-2
8963,12:52:15.792,4.0,log-2
8963,12:53:11.681,5.0,log-2
8963,12:53:12.084,5.0,log-2
8963,12:53:12.432,5.0,log-2
8963,12:53:12.812,5.0,log-2
8963,12:54:10.183,6.0,log-2
8963,12:54:10.492,6.0,log-2
8963,12:54:10.855,6.0,log-2
8963,12:54:11.044,6.0,log-2
8963,12:55:15.524,7.0,log-2
8963,12:55:15.825,7.0,log-2
8963,12:55:16.443,7.0,log-2
8963,12:55:16.497,7.0,log-2
8963,12:55:16.915,7.0,log-2
8963,12:56:35.022,8.0,log-2
8963,12:58:46.685,9.0,log-2
8963,12:58:47.292,9.0,log-2
8963,13:00:37.681,10.0,log-2
8963,13:00:38.172,10.0,log-2
8963,13:07:25.186,13.0,log-2
8963,13:07:25.835,13.0,log-2
8120,12:50:41.455,2.0,log-3
8120,12:50:41.456,2.0,log-3
8120,12:51:15.057,3.0,log-3
8120,12:51:58.819,4.0,log-3
8120,12:52:39.338,5.0,log-3
8120,12:52:39.682,5.0,log-3
8120,12:53:30.725,6.0,log-3
8120,12:53:30.945,6.0,log-3
8120,12:53:31.064,6.0,log-3
8120,12:54:16.223,7.0,log-3
8120,12:54:16.342,7.0,log-3
8120,12:56:02.511,9.0,log-3
8120,12:56:03.003,9.0,log-3
8120,12:57:23.293,10.0,log-3
8120,12:57:23.566,10.0,log-3
8120,12:59:18.646,11.0,log-3
8120,12:59:19.496,11.0,log-3
8120,13:00:40.655,12.0,log-3
8120,13:02:21.492,13.0,log-3
8120,13:02:21.936,13.0,log-3
8120,13:02:22.361,13.0,log-3
8120,13:04:38.100,14.0,log-3
8120,13:04:38.697,14.0,log-3
8120,13:07:52.567,16.0,log-3
8120,13:07:52.982,16.0,log-3
8120,13:09:42.910,17.0,log-3
9223,12:50:34.912,2.0,log-4
9223,12:50:34.927,2.0,log-4
9223,12:50:35.552,2.0,log-4
9223,12:50:35.561,2.0,log-4
9223,12:51:48.123,4.0,log-4
9223,12:51:48.154,4.0,log-4
9223,12:52:28.086,5.0,log-4
9223,12:53:10.723,6.0,log-4
9223,12:54:52.682,8.0,log-4
9223,12:54:52.912,8.0,log-4
9223,12:55:43.924,9.0,log-4
9223,12:55:44.052,9.0,log-4
9223,12:56:58.182,10.0,log-4
9223,12:56:58.991,10.0,log-4
9223,12:58:39.808,11.0,log-4
9223,12:58:40.365,11.0,log-4
9223,13:00:24.242,12.0,log-4
9223,13:00:24.841,12.0,log-4
9223,13:01:45.928,13.0,log-4
9223,13:01:46.542,13.0,log-4
9223,13:06:32.886,16.0,log-4
9223,13:06:33.397,16.0,log-4
9223,13:08:19.247,17.0,log-4
9223,13:08:19.566,17.0,log-4
