Topic,Time,Throughput,FileId
topic_normal,14:12:15.901,0,log-1
topic_normal,14:12:25.902,0.5997372431190447,log-1
topic_normal,14:12:35.912,0.9996480639026225,log-1
topic_normal,14:12:45.908,1.2000288006912165,log-1
topic_normal,14:12:55.913,1.199337246237729,log-1
topic_normal,14:13:05.924,1.196319546840536,log-1
topic_normal,14:13:15.914,0.9970651984123851,log-1
topic_normal,14:13:25.906,1.398220652362217,log-1
topic_normal,14:13:35.917,1.1977396257782313,log-1
topic_normal,14:13:45.909,1.1995674599652857,log-1
topic_normal,14:13:55.907,1.0011694259596864,log-1
topic_normal,14:14:05.917,1.0000761658007875,log-1
topic_normal,14:14:15.921,1.2011041510239533,log-1
topic_normal,14:14:25.927,1.0002802985452584,log-1
topic_normal,14:14:35.928,1.1997818316717288,log-1
topic_normal,14:14:45.934,0.9986816802611546,log-1
topic_normal,14:14:55.931,1.1990779090879113,log-1
topic_normal,14:15:05.927,1.2001138668036824,log-1
topic_normal,14:15:15.929,1.3997597172469374,log-1
topic_normal,14:15:25.929,1.6011448505910697,log-1
topic_normal,14:15:35.943,1.3989901249883758,log-1
topic_normal,14:15:45.946,1.1990343696607375,log-1
topic_normal,14:15:55.951,1.1986372213975043,log-1
topic_normal,14:16:05.956,1.1984710864655743,log-1
topic_normal,14:16:15.956,1.1999533218157814,log-1
topic_normal,14:16:25.966,1.397710968746484,log-1
topic_normal,14:16:35.955,1.1999558656232625,log-1
topic_normal,14:16:45.961,1.0000782461219766,log-1
topic_normal,14:16:55.964,1.1984912433435797,log-1
topic_normal,14:17:05.966,1.1996775026937259,log-1
topic_normal,14:17:15.970,1.2001524433633561,log-1
topic_normal,14:17:25.968,1.399287370927734,log-1
topic_normal,14:17:35.966,1.3998915084080983,log-1
topic_normal,14:17:45.973,1.1992035130107284,log-1
topic_normal,14:17:55.975,1.2003632779424365,log-1
topic_normal,14:18:05.980,1.1996151634555634,log-1
topic_normal,14:18:15.980,1.1998609121230668,log-1
topic_normal,14:18:25.982,1.397423988619379,log-1
topic_normal,14:18:35.977,1.1997910204000668,log-1
topic_normal,14:18:45.988,1.3969773600859818,log-1
topic_normal,14:18:55.982,1.1980868709227732,log-1
topic_normal,14:19:05.982,1.000007240052418,log-1
topic_normal,14:19:15.988,1.2008186701365522,log-1
topic_normal,14:19:25.995,0.9998286893523664,log-1
topic_normal,14:19:35.995,1.1998133090491119,log-1
topic_normal,14:19:45.997,0.9997088447960416,log-1
topic_normal,14:19:55.995,1.0006138165396181,log-1
topic_normal,14:20:06.008,0.9988272369879629,log-1
topic_normal,14:20:16.007,1.398386513672794,log-1
topic_normal,14:20:26.003,0.9999015896855432,log-1
topic_normal,14:20:36.002,1.0000367413498772,log-1
topic_normal,14:20:46.003,1.4020224734989213,log-1
topic_normal,14:20:56.014,1.0001740102743075,log-1
