Collection,Time,Throughput,FileId,Topic
,09:26:21.625,5,log-1,topic_normal
,09:26:41.622,4,log-1,topic_normal
,09:27:01.617,5,log-1,topic_normal
,09:27:21.619,5,log-1,topic_normal
,09:27:41.619,4,log-1,topic_normal
,09:28:01.622,5,log-1,topic_normal
,09:28:21.621,5,log-1,topic_normal
,09:28:41.622,5,log-1,topic_normal
,09:29:01.617,5,log-1,topic_normal
,09:29:21.620,6,log-1,topic_normal
,09:29:41.629,4,log-1,topic_normal
,09:30:01.631,5,log-1,topic_normal
,09:30:21.634,4,log-1,topic_normal
,09:30:41.629,5,log-1,topic_normal
,09:31:01.631,4,log-1,topic_normal
,09:31:21.631,4,log-1,topic_normal
,09:31:41.632,4,log-1,topic_normal
,09:32:01.636,4,log-1,topic_normal
,09:32:21.642,4,log-1,topic_normal
,09:32:41.638,4,log-1,topic_normal
,09:33:01.637,5,log-1,topic_normal
,09:33:21.635,6,log-1,topic_normal
,09:33:41.650,3,log-1,topic_normal
,09:34:01.648,5,log-1,topic_normal
,09:34:21.647,5,log-1,topic_normal
,09:34:41.649,6,log-1,topic_normal
,09:35:01.648,5,log-1,topic_normal
,09:35:21.646,5,log-1,topic_normal
,09:35:41.659,6,log-1,topic_normal
,09:36:01.661,6,log-1,topic_normal
,09:36:21.655,5,log-1,topic_normal
,09:36:41.655,6,log-1,topic_normal
,09:23:41.527,0,log-2,topic_priority
,09:24:01.539,3,log-2,topic_priority
,09:24:21.539,6,log-2,topic_priority
,09:24:41.540,6,log-2,topic_priority
,09:25:01.541,6,log-2,topic_priority
,09:25:21.541,7,log-2,topic_priority
,09:25:41.537,8,log-2,topic_priority
,09:26:01.541,7,log-2,topic_priority
,09:26:21.547,9,log-2,topic_priority
,09:26:41.549,7,log-2,topic_priority
,09:27:01.549,6,log-2,topic_priority
,09:27:21.550,9,log-2,topic_priority
,09:27:41.547,7,log-2,topic_priority
,09:28:01.549,6,log-2,topic_priority
,09:28:21.549,7,log-2,topic_priority
,09:28:41.552,6,log-2,topic_priority
,09:29:01.549,7,log-2,topic_priority
,09:29:21.549,7,log-2,topic_priority
,09:29:41.558,7,log-2,topic_priority
,09:30:01.560,6,log-2,topic_priority
,09:30:21.562,6,log-2,topic_priority
,09:30:41.561,0,log-2,topic_priority
,09:31:01.561,0,log-2,topic_priority
,09:31:21.557,0,log-2,topic_priority
,09:31:41.558,0,log-2,topic_priority
,09:32:01.570,0,log-2,topic_priority
,09:32:21.567,0,log-2,topic_priority
,09:32:41.568,0,log-2,topic_priority
,09:33:01.568,0,log-2,topic_priority
,09:33:21.566,0,log-2,topic_priority
,09:33:41.575,0,log-2,topic_priority
,09:34:01.580,0,log-2,topic_priority
,09:34:21.576,0,log-2,topic_priority
,09:34:41.580,0,log-2,topic_priority
,09:35:01.580,0,log-2,topic_priority
,09:35:21.583,0,log-2,topic_priority
,09:35:41.588,0,log-2,topic_priority
,09:36:01.586,0,log-2,topic_priority
,09:36:21.587,0,log-2,topic_priority
,09:36:41.586,0,log-2,topic_priority
,09:37:01.587,0,log-2,topic_priority
,09:37:21.586,0,log-2,topic_priority
,09:37:41.588,0,log-2,topic_priority
,09:38:01.597,0,log-2,topic_priority
,09:38:21.602,0,log-2,topic_priority
,09:38:41.595,0,log-2,topic_priority
,09:39:01.595,0,log-2,topic_priority
,09:39:21.596,0,log-2,topic_priority
,09:39:41.598,0,log-2,topic_priority
,09:40:01.605,0,log-2,topic_priority
,09:40:21.610,0,log-2,topic_priority
,09:40:41.608,0,log-2,topic_priority
,09:41:01.607,0,log-2,topic_priority
,09:41:21.610,0,log-2,topic_priority
,09:41:41.607,0,log-2,topic_priority
,09:42:01.605,0,log-2,topic_priority
,09:42:21.607,0,log-2,topic_priority
,09:42:41.607,0,log-2,topic_priority
,09:43:01.618,0,log-2,topic_priority
,09:43:21.612,0,log-2,topic_priority
,09:23:41.543,0,log-2,topic_normal
,09:24:01.539,3,log-2,topic_normal
,09:24:21.539,3,log-2,topic_normal
,09:24:41.540,6,log-2,topic_normal
,09:25:01.541,3,log-2,topic_normal
,09:25:21.542,4,log-2,topic_normal
,09:25:41.537,5,log-2,topic_normal
,09:26:01.542,4,log-2,topic_normal
,09:26:21.547,6,log-2,topic_normal
,09:26:41.549,4,log-2,topic_normal
,09:27:01.549,4,log-2,topic_normal
,09:27:21.550,6,log-2,topic_normal
,09:27:41.547,4,log-2,topic_normal
,09:28:01.549,4,log-2,topic_normal
,09:28:21.549,4,log-2,topic_normal
,09:28:41.552,6,log-2,topic_normal
,09:29:01.549,4,log-2,topic_normal
,09:29:21.549,6,log-2,topic_normal
,09:29:41.558,4,log-2,topic_normal
,09:30:01.560,4,log-2,topic_normal
,09:30:21.562,4,log-2,topic_normal
,09:30:41.561,6,log-2,topic_normal
,09:31:01.561,3,log-2,topic_normal
,09:31:21.557,4,log-2,topic_normal
,09:31:41.558,3,log-2,topic_normal
,09:32:01.570,4,log-2,topic_normal
,09:32:21.568,3,log-2,topic_normal
,09:32:41.568,3,log-2,topic_normal
,09:33:01.568,4,log-2,topic_normal
,09:33:21.567,6,log-2,topic_normal
,09:33:41.575,3,log-2,topic_normal
,09:34:01.580,4,log-2,topic_normal
,09:34:21.576,4,log-2,topic_normal
,09:34:41.580,5,log-2,topic_normal
,09:35:01.580,4,log-2,topic_normal
,09:35:21.583,4,log-2,topic_normal
,09:35:41.588,5,log-2,topic_normal
,09:36:01.586,4,log-2,topic_normal
,09:36:21.587,5,log-2,topic_normal
,09:36:41.586,6,log-2,topic_normal
,09:37:01.587,5,log-2,topic_normal
,09:37:21.587,1,log-2,topic_normal
,09:37:41.588,2,log-2,topic_normal
,09:38:01.598,0,log-2,topic_normal
,09:38:21.602,0,log-2,topic_normal
,09:38:41.595,0,log-2,topic_normal
,09:39:01.595,0,log-2,topic_normal
,09:39:21.596,0,log-2,topic_normal
,09:39:41.598,0,log-2,topic_normal
,09:40:01.606,0,log-2,topic_normal
,09:40:21.610,0,log-2,topic_normal
,09:40:41.608,0,log-2,topic_normal
,09:41:01.607,0,log-2,topic_normal
,09:41:21.611,0,log-2,topic_normal
,09:41:41.607,0,log-2,topic_normal
,09:42:01.605,0,log-2,topic_normal
,09:42:21.607,0,log-2,topic_normal
,09:42:41.607,0,log-2,topic_normal
,09:43:01.619,0,log-2,topic_normal
,09:43:21.612,0,log-2,topic_normal
,09:23:41.524,0,log-3,topic_priority
,09:24:01.535,3,log-3,topic_priority
,09:24:21.537,6,log-3,topic_priority
,09:24:41.539,6,log-3,topic_priority
,09:25:01.542,6,log-3,topic_priority
,09:25:21.539,9,log-3,topic_priority
,09:25:41.539,6,log-3,topic_priority
,09:26:01.541,9,log-3,topic_priority
,09:26:21.553,9,log-3,topic_priority
,09:26:41.553,9,log-3,topic_priority
,09:27:01.550,6,log-3,topic_priority
,09:27:21.550,9,log-3,topic_priority
,09:27:41.554,9,log-3,topic_priority
,09:28:01.553,6,log-3,topic_priority
,09:28:21.550,9,log-3,topic_priority
,09:28:41.550,6,log-3,topic_priority
,09:29:01.549,9,log-3,topic_priority
,09:29:21.551,9,log-3,topic_priority
,09:29:41.556,7,log-3,topic_priority
,09:30:01.562,8,log-3,topic_priority
,09:30:21.558,7,log-3,topic_priority
,09:30:41.561,0,log-3,topic_priority
,09:31:01.559,0,log-3,topic_priority
,09:31:21.562,0,log-3,topic_priority
,09:31:41.561,0,log-3,topic_priority
,09:32:01.568,0,log-3,topic_priority
,09:32:21.565,0,log-3,topic_priority
,09:32:41.570,0,log-3,topic_priority
,09:33:01.568,0,log-3,topic_priority
,09:33:21.565,0,log-3,topic_priority
,09:33:41.577,0,log-3,topic_priority
,09:34:01.582,0,log-3,topic_priority
,09:34:21.581,0,log-3,topic_priority
,09:34:41.577,0,log-3,topic_priority
,09:35:01.577,0,log-3,topic_priority
,09:35:21.578,0,log-3,topic_priority
,09:35:41.589,0,log-3,topic_priority
,09:36:01.592,0,log-3,topic_priority
,09:36:21.585,0,log-3,topic_priority
,09:36:41.584,0,log-3,topic_priority
,09:37:01.584,0,log-3,topic_priority
,09:37:21.587,0,log-3,topic_priority
,09:23:41.538,0,log-3,topic_normal
,09:24:01.535,3,log-3,topic_normal
,09:24:21.537,3,log-3,topic_normal
,09:24:41.539,6,log-3,topic_normal
,09:25:01.542,3,log-3,topic_normal
,09:25:21.539,6,log-3,topic_normal
,09:25:41.539,3,log-3,topic_normal
,09:26:01.542,6,log-3,topic_normal
,09:26:21.553,6,log-3,topic_normal
,09:26:41.553,6,log-3,topic_normal
,09:27:01.550,6,log-3,topic_normal
,09:27:21.550,6,log-3,topic_normal
,09:27:41.554,6,log-3,topic_normal
,09:28:01.553,6,log-3,topic_normal
,09:28:21.550,6,log-3,topic_normal
,09:28:41.550,6,log-3,topic_normal
,09:29:01.549,6,log-3,topic_normal
,09:29:21.551,6,log-3,topic_normal
,09:29:41.556,6,log-3,topic_normal
,09:30:01.562,6,log-3,topic_normal
,09:30:21.558,6,log-3,topic_normal
,09:30:41.561,6,log-3,topic_normal
,09:31:01.559,3,log-3,topic_normal
,09:31:21.562,6,log-3,topic_normal
,09:31:41.561,3,log-3,topic_normal
,09:32:01.568,6,log-3,topic_normal
,09:32:21.565,3,log-3,topic_normal
,09:32:41.570,3,log-3,topic_normal
,09:33:01.568,6,log-3,topic_normal
,09:33:21.565,6,log-3,topic_normal
,09:33:41.577,3,log-3,topic_normal
,09:34:01.582,6,log-3,topic_normal
,09:34:21.581,6,log-3,topic_normal
,09:34:41.577,3,log-3,topic_normal
,09:35:01.577,6,log-3,topic_normal
,09:35:21.578,6,log-3,topic_normal
,09:35:41.589,3,log-3,topic_normal
,09:36:01.592,6,log-3,topic_normal
,09:36:21.585,3,log-3,topic_normal
,09:36:41.584,4,log-3,topic_normal
,09:37:01.584,7,log-3,topic_normal
,09:37:21.587,1,log-3,topic_normal
,09:23:41.625,0,log-4,topic_priority
,09:24:01.631,3,log-4,topic_priority
,09:24:21.626,6,log-4,topic_priority
,09:24:41.633,6,log-4,topic_priority
,09:25:01.631,7,log-4,topic_priority
,09:25:21.630,7,log-4,topic_priority
,09:25:41.628,7,log-4,topic_priority
,09:26:01.635,6,log-4,topic_priority
,09:26:21.641,8,log-4,topic_priority
,09:26:41.638,7,log-4,topic_priority
,09:27:01.639,6,log-4,topic_priority
,09:27:21.637,8,log-4,topic_priority
,09:27:41.645,7,log-4,topic_priority
,09:28:01.636,6,log-4,topic_priority
,09:28:21.638,7,log-4,topic_priority
,09:28:41.640,6,log-4,topic_priority
,09:29:01.641,8,log-4,topic_priority
,09:29:21.641,7,log-4,topic_priority
,09:29:41.648,6,log-4,topic_priority
,09:30:01.649,7,log-4,topic_priority
,09:30:21.649,6,log-4,topic_priority
,09:30:41.647,0,log-4,topic_priority
,09:31:01.646,0,log-4,topic_priority
,09:31:21.649,0,log-4,topic_priority
,09:31:41.649,0,log-4,topic_priority
,09:32:01.655,0,log-4,topic_priority
,09:32:21.661,0,log-4,topic_priority
,09:32:41.657,0,log-4,topic_priority
,09:33:01.657,0,log-4,topic_priority
,09:33:21.659,0,log-4,topic_priority
,09:33:41.670,0,log-4,topic_priority
,09:34:01.668,0,log-4,topic_priority
,09:34:21.673,0,log-4,topic_priority
,09:34:41.668,0,log-4,topic_priority
,09:35:01.670,0,log-4,topic_priority
,09:35:21.667,0,log-4,topic_priority
,09:35:41.679,0,log-4,topic_priority
,09:36:01.678,0,log-4,topic_priority
,09:36:21.681,0,log-4,topic_priority
,09:36:41.674,0,log-4,topic_priority
,09:23:41.639,0,log-4,topic_normal
,09:24:01.632,3,log-4,topic_normal
,09:24:21.626,3,log-4,topic_normal
,09:24:41.633,6,log-4,topic_normal
,09:25:01.631,3,log-4,topic_normal
,09:25:21.630,4,log-4,topic_normal
,09:25:41.628,4,log-4,topic_normal
,09:26:01.635,5,log-4,topic_normal
,09:26:21.641,5,log-4,topic_normal
,09:26:41.639,4,log-4,topic_normal
,09:27:01.639,5,log-4,topic_normal
,09:27:21.637,5,log-4,topic_normal
,09:27:41.645,4,log-4,topic_normal
,09:28:01.636,5,log-4,topic_normal
,09:28:21.639,5,log-4,topic_normal
,09:28:41.640,5,log-4,topic_normal
,09:29:01.641,5,log-4,topic_normal
,09:29:21.641,6,log-4,topic_normal
,09:29:41.648,4,log-4,topic_normal
,09:30:01.649,5,log-4,topic_normal
,09:30:21.649,4,log-4,topic_normal
,09:30:41.647,5,log-4,topic_normal
,09:31:01.646,4,log-4,topic_normal
,09:31:21.649,4,log-4,topic_normal
,09:31:41.649,4,log-4,topic_normal
,09:32:01.655,4,log-4,topic_normal
,09:32:21.661,4,log-4,topic_normal
,09:32:41.657,4,log-4,topic_normal
,09:33:01.657,5,log-4,topic_normal
,09:33:21.659,6,log-4,topic_normal
,09:33:41.670,3,log-4,topic_normal
,09:34:01.668,5,log-4,topic_normal
,09:34:21.673,5,log-4,topic_normal
,09:34:41.669,6,log-4,topic_normal
,09:35:01.670,5,log-4,topic_normal
,09:35:21.667,5,log-4,topic_normal
,09:35:41.679,6,log-4,topic_normal
,09:36:01.678,6,log-4,topic_normal
,09:36:21.682,5,log-4,topic_normal
,09:36:41.674,6,log-4,topic_normal
