Port,Time,Utilization,FileId
5625,09:24:34.508,2.0,log-1
5625,09:25:56.703,3.0,log-1
5625,09:25:56.764,3.0,log-1
5625,09:25:57.111,3.0,log-1
5625,09:27:02.542,4.0,log-1
5625,09:28:04.447,5.0,log-1
5625,09:28:04.479,5.0,log-1
5625,09:29:41.378,7.0,log-1
5625,09:30:08.977,8.0,log-1
5625,09:30:09.388,8.0,log-1
5625,09:31:44.309,9.0,log-1
5625,09:31:44.926,9.0,log-1
5625,09:31:45.976,9.0,log-1
5625,09:33:35.247,10.0,log-1
5625,09:35:12.835,11.0,log-1
5625,09:35:13.275,11.0,log-1
5625,09:35:14.029,11.0,log-1
5625,09:35:14.823,11.0,log-1
5625,09:36:43.069,12.0,log-1
8974,09:24:38.101,2.0,log-2
8974,09:24:38.870,2.0,log-2
8974,09:25:56.014,3.0,log-2
8974,09:25:56.094,3.0,log-2
8974,09:27:04.662,4.0,log-2
8974,09:27:04.769,4.0,log-2
8974,09:28:07.615,5.0,log-2
8974,09:28:07.776,5.0,log-2
8974,09:28:07.987,5.0,log-2
8974,09:28:08.696,5.0,log-2
8974,09:28:08.779,5.0,log-2
8974,09:28:58.268,6.0,log-2
8974,09:28:58.490,6.0,log-2
8974,09:34:02.966,10.0,log-2
8974,09:34:03.765,10.0,log-2
8974,09:34:04.607,10.0,log-2
8974,09:34:05.047,10.0,log-2
8974,09:35:39.817,11.0,log-2
8974,09:35:40.577,11.0,log-2
8974,09:35:41.302,11.0,log-2
8974,09:40:05.143,13.0,log-2
8974,09:40:05.414,13.0,log-2
8974,09:40:06.114,13.0,log-2
8974,09:40:06.578,13.0,log-2
8974,09:42:59.914,14.0,log-2
8974,09:43:00.495,14.0,log-2
7991,09:24:37.448,2.0,log-3
7991,09:24:37.448,2.0,log-3
7991,09:24:38.088,2.0,log-3
7991,09:24:38.254,2.0,log-3
7991,09:24:38.570,2.0,log-3
7991,09:28:56.709,6.0,log-3
7991,09:30:52.579,9.0,log-3
7991,09:30:53.057,9.0,log-3
7991,09:30:53.406,9.0,log-3
7991,09:30:54.121,9.0,log-3
7991,09:30:54.656,9.0,log-3
7991,09:32:42.236,10.0,log-3
7991,09:34:27.518,11.0,log-3
7991,09:34:28.045,11.0,log-3
7991,09:34:28.730,11.0,log-3
7991,09:34:29.348,11.0,log-3
7991,09:35:58.825,12.0,log-3
7991,09:35:59.578,12.0,log-3
7991,09:36:00.331,12.0,log-3
7311,09:24:38.758,2.0,log-4
7311,09:24:39.551,2.0,log-4
7311,09:27:09.507,4.0,log-4
7311,09:28:17.368,5.0,log-4
7311,09:29:10.138,6.0,log-4
7311,09:29:10.194,6.0,log-4
7311,09:29:46.789,7.0,log-4
7311,09:30:29.526,8.0,log-4
7311,09:30:29.917,8.0,log-4
7311,09:32:16.807,9.0,log-4
7311,09:32:17.179,9.0,log-4
7311,09:32:17.986,9.0,log-4
7311,09:35:47.776,11.0,log-4
7311,09:35:48.375,11.0,log-4
7311,09:35:48.915,11.0,log-4
7311,09:35:49.484,11.0,log-4
